article_id	empathy	distress	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	speaker_id	demographic	demographic_essay	article
16	3.2	1.5	I thought reading an article about iconic moments of women athletes would be quite a bit more interesting and moving than it was. Instead, it was mostly a rattling of championships and medal counts with very few anecdotal pieces of information. The only things that really stood out were the story of the marathon runner and the swimmer because there were interesting stories attached to them.	neutral	2	6	1	33	55000	2.5	4.5	2.5	4.0	1.5	2.857	3.429	4.714	3.286	303	I am a 33-year-old female of the White race. I have a four-year bachelor's degree and earn 55000 USD.	I am a 33-year-old female of the White race. I have a four-year bachelor's degree and earn 55000 USD. I thought reading an article about iconic moments of women athletes would be quite a bit more interesting and moving than it was. Instead, it was mostly a rattling of championships and medal counts with very few anecdotal pieces of information. The only things that really stood out were the story of the marathon runner and the swimmer because there were interesting stories attached to them.	The text highlights 20 iconic moments in women's sport. It mentions athletes like Ronda Rousey, Maria Sharapova, and the Williams sisters who have made significant contributions to their respective sports. It also discusses pioneers like Billie Jean King and Katherine Switzer who fought for gender equality in sports. The text also mentions athletes like Danica Patrick, Flo Jo, and Mo'ne Davis who broke barriers and achieved remarkable feats in their sports. Overall, the text showcases the achievements and impact of female athletes in various sports.
136	4.2	2.375	This story left me feeling pretty confused. It was so short and didn't provide a lot of answers at all. I was left wondering why France wanted to dismantle the camp and why the refugees were so angry and against the move. What was really going on here? Were there some other issues that had nothing to do with humanitarian considerations? It seems like there's usually more to the story with refugee stories.	surprise	2	6	1	33	55000	2.5	4.5	2.5	4.0	1.5	2.857	3.429	4.714	3.286	303	I am a 33-year-old female of the White race. I have a four-year bachelor's degree and earn 55000 USD.	I am a 33-year-old female of the White race. I have a four-year bachelor's degree and earn 55000 USD. This story left me feeling pretty confused. It was so short and didn't provide a lot of answers at all. I was left wondering why France wanted to dismantle the camp and why the refugees were so angry and against the move. What was really going on here? Were there some other issues that had nothing to do with humanitarian considerations? It seems like there's usually more to the story with refugee stories.	"French authorities are evacuating and demolishing a camp in Calais known as ""the Jungle,"" which houses around 8,000 migrants hoping to enter England. The migrants, who are from Africa and the Middle East, are being relocated to centers across France. Some migrants are protesting and fires have broken out in the camp. The operation is expected to take a week."
235	3.2	4.0	It sounds like someone didn't do their job at all in dealing with this housing complex. It sounds like a horrible situation but not a surprising one in a lot of these countries that lack housing laws and standards and accountability. I really hope they are able to rescue anyone still alive but trapped. On a weird note, what was with the blurb about the chicken? That was random.	sadness	2	6	1	33	55000	2.5	4.5	2.5	4.0	1.5	2.857	3.429	4.714	3.286	303	I am a 33-year-old female of the White race. I have a four-year bachelor's degree and earn 55000 USD.	I am a 33-year-old female of the White race. I have a four-year bachelor's degree and earn 55000 USD. It sounds like someone didn't do their job at all in dealing with this housing complex. It sounds like a horrible situation but not a surprising one in a lot of these countries that lack housing laws and standards and accountability. I really hope they are able to rescue anyone still alive but trapped. On a weird note, what was with the blurb about the chicken? That was random.	Rescue teams are working to save more people trapped in the rubble of a collapsed 10-storey building in Kisii Town. The death toll currently stands at nine, with hopes of finding more survivors. The rescue efforts are being coordinated by the Kenya Defence Forces, Kenya Red Cross, and St-John Ambulance personnel. It is suspected that drilling underneath the building may have caused its collapse. The developer of the building is currently in hiding, and authorities are urging him to surrender for investigation. The blame game between the county and national governments has been criticized, with the focus being on rescue operations. Efforts are being made to save those still trapped, with additional tools and machinery ordered. The NCA is assessing adjacent buildings for safety, as they pose a danger to the rescue operations. All buildings in Kisii Town will be assessed to ensure their safety, and contractors are warned against violating construction procedures. This is the second incident this year, following the collapse in Huruma, Nairobi County. The developer of the Kisii building is being blamed for ignoring NCA warnings.
318	4.2	1.0	It's always sad to hear of entertainers, especially comics, losing their spark because of dementia. I wasn't really a Monty Python fan myself but I've heard a lot about them growing up and it seems that they were a great deal of fun for their fans. I know they influenced and produced some favorite comics of mine.	sadness	2	6	1	33	55000	2.5	4.5	2.5	4.0	1.5	2.857	3.429	4.714	3.286	303	I am a 33-year-old female of the White race. I have a four-year bachelor's degree and earn 55000 USD.	I am a 33-year-old female of the White race. I have a four-year bachelor's degree and earn 55000 USD. It's always sad to hear of entertainers, especially comics, losing their spark because of dementia. I wasn't really a Monty Python fan myself but I've heard a lot about them growing up and it seems that they were a great deal of fun for their fans. I know they influenced and produced some favorite comics of mine.	"Terry Jones, an original member of Monty Python, has been diagnosed with primary progressive aphasia, a variant of frontotemporal dementia. This illness affects his ability to communicate, and he is no longer able to give interviews. Despite his condition, Jones will still be recognized for his Outstanding Contribution to Film and Television at an awards ceremony in Cardiff. Primary progressive aphasia is a rare syndrome that affects a person's ability to express thoughts and find words. The news of Jones's diagnosis has saddened fans and garnered support from fellow Monty Python member Eric Idle. Jones, known for his work in Monty Python and films such as ""Life of Brian"" and ""The Meaning of Life,"" has also directed dramas and released a documentary on the economy."
349	3.2	3.125	This sounds like a murder-suicide situation. That's what it always is when you hear there is no danger to the public. How awful that people choose to do this to each other and how awful that some poor kid had to be a witness to it all. That child will never be the same again. I wonder why people who choose to do something like this can't just kill themselves and leave everyone around them alone. It's sick.	disgust	2	6	1	33	55000	2.5	4.5	2.5	4.0	1.5	2.857	3.429	4.714	3.286	303	I am a 33-year-old female of the White race. I have a four-year bachelor's degree and earn 55000 USD.	I am a 33-year-old female of the White race. I have a four-year bachelor's degree and earn 55000 USD. This sounds like a murder-suicide situation. That's what it always is when you hear there is no danger to the public. How awful that people choose to do this to each other and how awful that some poor kid had to be a witness to it all. That child will never be the same again. I wonder why people who choose to do something like this can't just kill themselves and leave everyone around them alone. It's sick.	Three adults were found dead in a home in Fullerton, California, after a child called 911 to report her parents had died. Two men and a woman were discovered dead, while two children were found unharmed. The police have not released the ages of the children or their relationship to the adults. There were signs of trauma on the bodies, and the deaths are being investigated as a multiple homicide. Authorities are working to identify who is responsible for the deaths and do not believe the community is currently in danger.
71	6.2	2.75	It's very unfortunate for both the wildlife and the communities that survive off of the meat that the rare animals provide. It's also sad how the police officers ran away which was I guess the main point of the person telling the story. That is very corrupt and wrong, they should have stood up for the Rangers being targeted. I think it's best if the wildlife is preserved and the community that attacked the Rangers were clearly out of line.	sadness	1	2	1	23	27000	5.0	5.5	1.0	4.5	5.0	4.0	2.714	3.429	3.429	1	I am a 23-year-old male of the White race. I have a high school diploma and earn 27000 USD.	I am a 23-year-old male of the White race. I have a high school diploma and earn 27000 USD. It's very unfortunate for both the wildlife and the communities that survive off of the meat that the rare animals provide. It's also sad how the police officers ran away which was I guess the main point of the person telling the story. That is very corrupt and wrong, they should have stood up for the Rangers being targeted. I think it's best if the wildlife is preserved and the community that attacked the Rangers were clearly out of line.	Three anti-poaching rangers, including two South Africans and a Mozambican, were attacked by angry villagers in Mozambique after apprehending a poacher. The rangers, including Sean van Niekerk, were whipped, stabbed, and pelted with rocks. Van Niekerk suffered a minor skull fracture, stab wounds, and injuries to his face and back. Despite the incident, he remains committed to saving wildlife. The attack occurred when the rangers were transporting the poacher to the police station and a mob from the community approached them. The police officers who were present fled, leaving the rangers to defend themselves until a helicopter arrived. Van Niekerk hopes that sharing this story will expose the incompetence and corruption of the police officers involved.
118	6.2	2.125	That's a really strange and messed up situation. It's really sad for the children involved and it's very troubling that any country could plan out such an awful attack. I hope that things change in those areas of the world and more security is put in place so these types of attacks can be detected and negated.	sadness	1	2	1	23	27000	5.0	5.5	1.0	4.5	5.0	4.0	2.714	3.429	3.429	1	I am a 23-year-old male of the White race. I have a high school diploma and earn 27000 USD.	I am a 23-year-old male of the White race. I have a high school diploma and earn 27000 USD. That's a really strange and messed up situation. It's really sad for the children involved and it's very troubling that any country could plan out such an awful attack. I hope that things change in those areas of the world and more security is put in place so these types of attacks can be detected and negated.	An investigation by Human Rights Watch has concluded that the deadly attack on a school in Syria was carried out by Syrian regime and Russian warplanes. Russia initially denied that any airstrikes had taken place, but satellite imagery and drone footage released by the Russian Ministry of Defence showed damage consistent with HRW's evidence. HRW has compiled video evidence and witness testimonies, and called on Russia to conduct a thorough investigation. This attack is one of many targeting civilian infrastructure in Syria, with over 4,200 schools damaged or destroyed during the six-year war. Efforts are being made to establish culpability for war crimes committed in Syria through the UN General Assembly and national courts in Europe and the United States.
220	4.2	1.0	That's really strange that people would make such a big deal about her being single and running for office. That seems really petty, I wish people would focus all their attention on the real issues when it comes to politics. It seemed like the rules for Moldova didn't consider that a single person might run, I think they should update it.	anger	1	2	1	23	27000	5.0	5.5	1.0	4.5	5.0	4.0	2.714	3.429	3.429	1	I am a 23-year-old male of the White race. I have a high school diploma and earn 27000 USD.	I am a 23-year-old male of the White race. I have a high school diploma and earn 27000 USD. That's really strange that people would make such a big deal about her being single and running for office. That seems really petty, I wish people would focus all their attention on the real issues when it comes to politics. It seemed like the rules for Moldova didn't consider that a single person might run, I think they should update it.	"Maia Sandu, a presidential candidate in Moldova, is facing criticism for being a single woman. Former President Vladimir Voronin, who is chairman of the communist party, stated that presidential candidates should be married and campaign with their spouses. He refused to even shake Sandu's hand, calling her a ""betrayal of family values"" and a ""national disgrace."" Bishop Marchel, a leader in the Moldovan Orthodox Church, also attacked Sandu, claiming that her attitude towards Christian morality diverges from normal principles. Sandu defended herself, stating that being a single woman is not a shame. Voronin also criticized Sandu's opponent, Igor Dodon, but implied that Dodon is a preferable choice. Sandu has campaigned on a pro-European Union platform, while Dodon aligns his views with those of U.S. President-elect Donald Trump. The presidential election in Moldova will have a runoff vote on November 13."
264	4.2	1.375	I really didn't realize how quickly climate change could have an effect on certain areas of the world. I do believe that climate change is being caused by humans to a good extent, but I'm not sure if negative impacts will come as quickly as some people speculate. It's very interesting but I am concerned for the safety of some people if things continue this way.	surprise	1	2	1	23	27000	5.0	5.5	1.0	4.5	5.0	4.0	2.714	3.429	3.429	1	I am a 23-year-old male of the White race. I have a high school diploma and earn 27000 USD.	I am a 23-year-old male of the White race. I have a high school diploma and earn 27000 USD. I really didn't realize how quickly climate change could have an effect on certain areas of the world. I do believe that climate change is being caused by humans to a good extent, but I'm not sure if negative impacts will come as quickly as some people speculate. It's very interesting but I am concerned for the safety of some people if things continue this way.	"This year is on track to be the warmest on record, and if carbon emissions continue to rise, record hot years will become the ""new normal"" by 2025. The damage has already been done, and the global average temperature of 2015 will be the norm by 2040. Extreme seasons will become the norm within decades if emissions continue as usual. However, there is still hope to prevent record-breaking heat at a seasonal and regional level with immediate action on carbon emissions. The Paris climate agreement's proposed emissions cuts are not enough to avoid the worst effects of climate change. To keep global temperature rise under 2 degrees Celsius, emissions need to be slashed by an additional 25 percent by 2030. Despite concerns about President-elect Donald Trump's stance on climate change, world leaders and activists remain committed to battling climate change."
404	4.2	2.5	That is really sad to hear. It's awful that cars can be so unsafe and sometimes people forget how easy it is to get into an accident if everyone isn't careful and observant. It said this happened at 6:30pm so I wonder if maybe the sun was shining right in someone's eyes because that has happened to me at sunset and I could barely see. It's difficult to pull over and stop in those conditions as well.	sadness	1	2	1	23	27000	5.0	5.5	1.0	4.5	5.0	4.0	2.714	3.429	3.429	1	I am a 23-year-old male of the White race. I have a high school diploma and earn 27000 USD.	I am a 23-year-old male of the White race. I have a high school diploma and earn 27000 USD. That is really sad to hear. It's awful that cars can be so unsafe and sometimes people forget how easy it is to get into an accident if everyone isn't careful and observant. It said this happened at 6:30pm so I wonder if maybe the sun was shining right in someone's eyes because that has happened to me at sunset and I could barely see. It's difficult to pull over and stop in those conditions as well.	A woman was critically injured in a traffic collision in Prince George's County. The crash involved three cars and occurred at Piscataway and Tippett Roads in the Clinton area.
47	6.5	6.25	I think the situation in allepo is really dire. I don't understand why the syrian government is trying to harm the people there whey they didn't do anything wrong. I think the whole situation is really sad and that a lot of innocent people are getting hurt for no reason. War is awful and I hope that there's a solution to it soon. I'm glad that the UN is trying to do something, but I just don't think that it's enough.	sadness	2	4	1	29	27000	7.0	6.5	7.0	7.0	7.0	5.0	1.0	1.714	4.857	224	I am a 29-year-old female of the White race. I have completed some college but no degree and my income is 27000 USD.	I am a 29-year-old female of the White race. I have completed some college but no degree and my income is 27000 USD. I think the situation in allepo is really dire. I don't understand why the syrian government is trying to harm the people there whey they didn't do anything wrong. I think the whole situation is really sad and that a lot of innocent people are getting hurt for no reason. War is awful and I hope that there's a solution to it soon. I'm glad that the UN is trying to do something, but I just don't think that it's enough.	Residents in war-ravaged eastern Aleppo received a text message warning them to evacuate within 24 hours before a planned assault. The message, likely sent by the Syrian government, also gave rebels an ultimatum to surrender or be killed. While there were no reports of bombardment by Monday afternoon, witnesses spotted fighter jets in the city. Russian warplanes have been backing the regime with airstrikes since September, causing destruction in Aleppo. The UN warned that the city is on the brink of starvation and lacks essential supplies. Turkey has been carrying out airstrikes in northern Syria to support the Free Syrian Army and plans to move on to Manbij after liberating al-Bab from ISIS. This move has stirred sectarian tensions and complicated efforts to free Syrian cities from ISIS control. Turkey considers some Kurdish militia groups as terrorists, while the US supports and arms them. The conflict between the US and Russia over which groups to target in Syria further complicates the situation.
146	6.5	6.625	I really think racism is getting out of hand lately. I don't understand why people have to commit hate crimes against people that they aren't similar to. Everyone deserves to live a happy life without being assaulted or worried that they'll be assaulted. And chalking it up to religion is even worse. People don't have to be so easily offended these days, but they are, and they're hate filled while they're offended too.	anger	2	4	1	29	27000	7.0	6.5	7.0	7.0	7.0	5.0	1.0	1.714	4.857	224	I am a 29-year-old female of the White race. I have completed some college but no degree and my income is 27000 USD.	I am a 29-year-old female of the White race. I have completed some college but no degree and my income is 27000 USD. I really think racism is getting out of hand lately. I don't understand why people have to commit hate crimes against people that they aren't similar to. Everyone deserves to live a happy life without being assaulted or worried that they'll be assaulted. And chalking it up to religion is even worse. People don't have to be so easily offended these days, but they are, and they're hate filled while they're offended too.	Hate crimes against Muslims in the United States reached their highest level since 2001, with a 67% increase in anti-Islamic incidents in 2015 compared to the previous year. Experts and advocates attribute this rise to anger over terrorist attacks and anti-Islam rhetoric during the presidential campaign. The Council on American-Islamic Relations blames the mainstreaming of Islamophobia by public figures like Donald Trump for the increase in hate crimes. Overall hate crimes increased by 6.7% in 2015, with anti-black, anti-Jewish, and anti-sexual orientation incidents also rising. The Southern Poverty Law Center reported 201 incidents of election-related harassment and intimidation, and there were reports of hateful acts before and after Trump's election. The data is limited as many law enforcement agencies do not report hate crimes voluntarily. Analysts believe that the spike in hate crimes against Muslims is due to anger after terrorist attacks, prejudice against Muslims, and the labeling of Muslims as enemies. The professor who wrote about the surge in crimes against Muslims expects that the levels of hate crimes in 2016 are either at or above those of 2015.
241	1.2	1.0	I think that people try to pin a lot of stuff on trump as far as sexism goes, but it doesn't really matter. if people want trump out of office then they need to find something else to pin on him. He tampered with the election via the russians, and thats what people need to pin on him. This sexism nonsense isn't going to go anywhere	anger	2	4	1	29	27000	7.0	6.5	7.0	7.0	7.0	5.0	1.0	1.714	4.857	224	I am a 29-year-old female of the White race. I have completed some college but no degree and my income is 27000 USD.	I am a 29-year-old female of the White race. I have completed some college but no degree and my income is 27000 USD. I think that people try to pin a lot of stuff on trump as far as sexism goes, but it doesn't really matter. if people want trump out of office then they need to find something else to pin on him. He tampered with the election via the russians, and thats what people need to pin on him. This sexism nonsense isn't going to go anywhere	"The author criticizes the Republican Party for not defending women against Donald Trump's sexist remarks and behavior. She questions why GOP leaders did not stand up for women after they had defended the party against accusations of sexism for years. The author suggests that the party prioritized appealing to certain voters over appealing to women. She argues that Trump's comments were not just ""locker room talk"" but a confession of assault. The author highlights how the Republican Party ignored Trump's chauvinism and even used their influence to force Republicans to support him. She believes that the GOP will suffer in the election and calls for the political obituaries of Trump's defenders. The author concludes by stating that she will not vote for Trump and warns that the GOP will lose the women's vote if they do not defend them."
320	6.2	7.0	I think it's unfortunate that people are targetting children to join their terrorist communities. It's sad because all these kids have a future but they get wrapped up in this brainwashing stuff. And then people are perfectly fine pinning it on an entire community and that's not fair becuase it really had nothing to do with the community itself and was more of an individuals decision	sadness	2	4	1	29	27000	7.0	6.5	7.0	7.0	7.0	5.0	1.0	1.714	4.857	224	I am a 29-year-old female of the White race. I have completed some college but no degree and my income is 27000 USD.	I am a 29-year-old female of the White race. I have completed some college but no degree and my income is 27000 USD. I think it's unfortunate that people are targetting children to join their terrorist communities. It's sad because all these kids have a future but they get wrapped up in this brainwashing stuff. And then people are perfectly fine pinning it on an entire community and that's not fair becuase it really had nothing to do with the community itself and was more of an individuals decision	The suspect behind the mall attack in Minnesota has been identified as 22-year-old Dahir Aden, a Somali-American student. He stabbed nine people at a shopping mall before being shot and killed by an off-duty police officer. Aden's family first learned of his death from the police, and authorities have not formally identified him as a suspect. Aden's father described him as an honors student with no history of violence. The Somali community expressed fears of backlash and called for unity. The Islamic State claimed responsibility for the attack, but authorities are still investigating any potential links to foreign terrorist organizations. The off-duty police officer was praised for his heroic actions in ending the attack.
369	6.2	6.25	it's dissapointing that in this day and age that homosexuality is still illegal in different countries. I would think that it would be past that and that people would just get over it. It took forever for America to recognize gay marriage so I guess it's not surprising that Uganda hasn't yet. But I still think that it's a breach of human rights and it's moraly wrong	sadness	2	4	1	29	27000	7.0	6.5	7.0	7.0	7.0	5.0	1.0	1.714	4.857	224	I am a 29-year-old female of the White race. I have completed some college but no degree and my income is 27000 USD.	I am a 29-year-old female of the White race. I have completed some college but no degree and my income is 27000 USD. it's dissapointing that in this day and age that homosexuality is still illegal in different countries. I would think that it would be past that and that people would just get over it. It took forever for America to recognize gay marriage so I guess it's not surprising that Uganda hasn't yet. But I still think that it's a breach of human rights and it's moraly wrong	Ugandan police have blocked a gay pride parade in two resorts near Kampala. More than 100 LGBTI people attempted to participate in the celebrations, but were escorted back to Kampala by police. The minister for ethics and integrity had threatened to mobilize mobs against participants. Homosexuality is illegal in Uganda. This is the second time the LGBTI community has tried to hold gay pride celebrations this year, with the previous attempt resulting in arrests. The reason for the targeting of this event is unclear, as previous celebrations have gone unnoticed by the police. In 2014, a bill to further criminalize homosexuality was overturned in court.
14	3.5	1.125	"It's bad that these 2 died, but I have to believe they had to have know the risks involved.  I think so many of us, even knowing the risks, think that ""it can't happen to me"" and do things we shouldn't.  It's so sad for their families!  I'm not sure what is the right thing to do.  Signs are posted, and divers know the risks.  But would it be better to permanently close the area?  I'm on the fence."	sadness	2	6	1	58	60000	6.5	5.5	5.5	5.0	5.5	2.857	2.0	1.714	2.4290000000000003	337	I am a 58-year-old female of the White race. I have a four-year bachelor's degree and earn 60000 USD.	"I am a 58-year-old female of the White race. I have a four-year bachelor's degree and earn 60000 USD. It's bad that these 2 died, but I have to believe they had to have know the risks involved.  I think so many of us, even knowing the risks, think that ""it can't happen to me"" and do things we shouldn't.  It's so sad for their families!  I'm not sure what is the right thing to do.  Signs are posted, and divers know the risks.  But would it be better to permanently close the area?  I'm on the fence."	Two divers, Patrick Peacock and Chris Rittenmeyer, were found dead in the Eagle's Nest cave dive area in Western Florida. They had gone diving with a third man who reported them missing. The bodies were found the next day in a dangerous area of the cave system. The cave is known for its allure and is a popular destination for experienced divers. However, it is also considered dangerous, and signs warn divers of the risks. The area had been off-limits for divers from 1999 to 2003. Only highly trained divers should attempt to dive there, as even skilled divers can be affected at dangerous depths. The cause of death has not been disclosed, and autopsy results are pending. Some people have called for the area to be closed again, while others argue that people should be allowed to dive there if they have the necessary training and experience. The Florida Fish and Wildlife Conservation Commission did not comment on whether the site might be closed.
102	4.2	1.5	This is sort of scary.  I think it could have something to do with water contamination.  There are so many types of bacteria.  There are also so many different types of pesticides used in farming.  I do think it's strange that this happened in a small area, which again, would lead me to think contamination of the ground or water.  I wonder about the reference to the cattle, thinking that might have something to do with it.  Scary stuff!	fear	2	6	1	58	60000	6.5	5.5	5.5	5.0	5.5	2.857	2.0	1.714	2.4290000000000003	337	I am a 58-year-old female of the White race. I have a four-year bachelor's degree and earn 60000 USD.	I am a 58-year-old female of the White race. I have a four-year bachelor's degree and earn 60000 USD. This is sort of scary.  I think it could have something to do with water contamination.  There are so many types of bacteria.  There are also so many different types of pesticides used in farming.  I do think it's strange that this happened in a small area, which again, would lead me to think contamination of the ground or water.  I wonder about the reference to the cattle, thinking that might have something to do with it.  Scary stuff!	A deadly outbreak of bloodstream infections in Wisconsin has left health officials puzzled. The infections, caused by a species of bacteria called Elizabethkingia anophelis, have killed 15 people and sickened 33 others. The microbe is resistant to common antibiotics, making treatment difficult. The outbreak is unusual because the bacteria is typically found in hospitals, but many of the infected individuals have not had recent contact with healthcare facilities. Investigators are testing various products for contamination as a possible source. The outbreak is challenging to understand as little is known about Elizabethkingia. The bacteria is commonly found in soil and mosquitoes, and it thrives in moist biofilms. Previous outbreaks have been linked to contaminated taps in hospitals. The current outbreak is the first reported of this particular species of Elizabethkingia. Officials believe it is unlikely that the contamination comes from tap or groundwater, but the source remains unknown.
236	1.2	1.5	"First of all, I guess I'm being too naive in my thinking that the KKK no longer existed.  Also, I cannot see that this had anything to do with Trump, himself, but more some radical group trying to tie themselves to the Trump Campaign to make him look bad.  I would not be surprised if this was ""fake news"" drummed up by the Democratic party in order to smear Trump."	disgust	2	6	1	58	60000	6.5	5.5	5.5	5.0	5.5	2.857	2.0	1.714	2.4290000000000003	337	I am a 58-year-old female of the White race. I have a four-year bachelor's degree and earn 60000 USD.	"I am a 58-year-old female of the White race. I have a four-year bachelor's degree and earn 60000 USD. First of all, I guess I'm being too naive in my thinking that the KKK no longer existed.  Also, I cannot see that this had anything to do with Trump, himself, but more some radical group trying to tie themselves to the Trump Campaign to make him look bad.  I would not be surprised if this was ""fake news"" drummed up by the Democratic party in order to smear Trump."	The North Carolina Republican Party has condemned the Ku Klux Klan (KKK) for planning a parade to honor President-elect Donald Trump's victory. The KKK's official newspaper had previously expressed support for Trump. The Trump campaign quickly denounced the parade and reiterated their disavowal of hate groups. This is not the first time Trump has faced criticism for his response to white supremacists, as he was hesitant to disavow support from former KKK leader David Duke during the campaign.
288	4.2	1.0	This sounds like such a freak thing.  It must be so hard for the family because there are no answers and they need answers.  I'm not sure this is something that is easy to figure out.  It sounds like a severe case of pneumonia, but from what, how and why.  And the fluid on the brain of the one sister is so strange.  I would think they would know more after the autopsies, and I don't understand why that is taking so long.  I'm thinking that the family wants to bring the bodies back to the States and that could be holding up the autopsies.	surprise	2	6	1	58	60000	6.5	5.5	5.5	5.0	5.5	2.857	2.0	1.714	2.4290000000000003	337	I am a 58-year-old female of the White race. I have a four-year bachelor's degree and earn 60000 USD.	I am a 58-year-old female of the White race. I have a four-year bachelor's degree and earn 60000 USD. This sounds like such a freak thing.  It must be so hard for the family because there are no answers and they need answers.  I'm not sure this is something that is easy to figure out.  It sounds like a severe case of pneumonia, but from what, how and why.  And the fluid on the brain of the one sister is so strange.  I would think they would know more after the autopsies, and I don't understand why that is taking so long.  I'm thinking that the family wants to bring the bodies back to the States and that could be holding up the autopsies.	Two American sisters, Robin Korkki and Anne Korkki, were found unresponsive in their resort in the Seychelles and later pronounced dead. Autopsies revealed that they died from acute pulmonary edema, or excess fluid in the lungs, with Anne also having excess fluid in the brain. The cause of the fluid buildup is still unknown, and toxicology analysis is being conducted. No visible injuries were found on the bodies. The sisters' family is seeking answers and some members have traveled to the Seychelles to gather details and bring the bodies home. The Seychelles is a popular tourist destination known for its beaches and coral reefs. The sisters arrived on September 15 and were scheduled to leave on September 24.
399	3.2	1.0	This is so sad, but I think it had a lot to do with a bunch of college kids drinking and partying, and then something going terribly wrong.  I think there was a group of kids that started arguing with the guy and one got pretty riled up and hit the guy.  I find it interesting that there were things that were not being commented on.  I think there's a lot more to this story than what the school is reporting.	sadness	2	6	1	58	60000	6.5	5.5	5.5	5.0	5.5	2.857	2.0	1.714	2.4290000000000003	337	I am a 58-year-old female of the White race. I have a four-year bachelor's degree and earn 60000 USD.	I am a 58-year-old female of the White race. I have a four-year bachelor's degree and earn 60000 USD. This is so sad, but I think it had a lot to do with a bunch of college kids drinking and partying, and then something going terribly wrong.  I think there was a group of kids that started arguing with the guy and one got pretty riled up and hit the guy.  I find it interesting that there were things that were not being commented on.  I think there's a lot more to this story than what the school is reporting.	A Saudi student, Hussain Saeed Alnahdi, was killed in a college town in Wisconsin. The police arrived to find him unconscious and bleeding, but have yet to identify a suspect or determine the motive. The incident has sparked allegations of a hate crime, given the rise in anti-Muslim sentiment during the presidential race. Alnahdi was well-liked and had quickly become part of the community. Saudi students make up a significant portion of the international student body at the University of Wisconsin-Stout. There have been reports of anti-Muslim harassment in nearby areas, but the town's administrators and police claim to be unaware of any racial tensions or prejudice.
83	6.5	4.875	Since many of you guys are at the age of having children, I thought this would be something that is important to share. There is a virus called CMV I just read about that is causing devastating consequences in newborns. These children are being born with brain problems, hearing problems, and learning problems because the mothers aren't being told how to prevent it. Make sure that you wash your hands after being around toddlers, especially if you're pregnant!	fear	1	6	5	25	70000	5.5	5.5	2.5	5.5	5.5	3.857	2.143	4.0	3.714	172	I am a 25-year-old male of the Asian/Pacific Islander race. I have a four-year bachelor's degree and earn 70000 USD.	I am a 25-year-old male of the Asian/Pacific Islander race. I have a four-year bachelor's degree and earn 70000 USD. Since many of you guys are at the age of having children, I thought this would be something that is important to share. There is a virus called CMV I just read about that is causing devastating consequences in newborns. These children are being born with brain problems, hearing problems, and learning problems because the mothers aren't being told how to prevent it. Make sure that you wash your hands after being around toddlers, especially if you're pregnant!	Cytomegalovirus (CMV) is a viral infection that poses a greater threat to infants in the United States than Zika, but it is rarely discussed. CMV can cause permanent disabilities such as hearing loss, microcephaly, intellectual deficits, and vision abnormalities in up to 20% of infected infants. There is no vaccine or standard treatment for CMV, but there are hints that antiviral drugs may benefit some newborns. CMV is transmitted through contact with saliva and urine, often from diaper-wearing children to adults. Pregnant women often get it from toddlers, especially those in day care. However, few women are warned about this infection, and less than half of obstetrician-gynecologists provide information on how to avoid CMV. Some experts argue that education campaigns and infant screening for the infection should be carried out to prevent the devastating effects of CMV. Routine screening of newborns for CMV is being pushed to identify those who are infected early and provide them with necessary tests and treatment. A recent study found that infants with CMV symptoms at birth who took an antiviral drug for six months had better hearing and cognitive skills at 2 years. However, it is not yet known if antiviral medication is safe and effective for babies with only hearing loss as a symptom. CMV infection can have long-term effects on a child's development, and the full extent of these effects may not be known until the child is in school.
97	3.2	5.875	Working out is important, but you may want to check the ingredients of the supplements you take. This article talks about a number of ingredients that can cause dangerous side effects and are also very common in work out supplements. It's scary to think about what we are putting in our body. From now on, I am probably going to cut back and go more natural.	fear	1	6	5	25	70000	5.5	5.5	2.5	5.5	5.5	3.857	2.143	4.0	3.714	172	I am a 25-year-old male of the Asian/Pacific Islander race. I have a four-year bachelor's degree and earn 70000 USD.	I am a 25-year-old male of the Asian/Pacific Islander race. I have a four-year bachelor's degree and earn 70000 USD. Working out is important, but you may want to check the ingredients of the supplements you take. This article talks about a number of ingredients that can cause dangerous side effects and are also very common in work out supplements. It's scary to think about what we are putting in our body. From now on, I am probably going to cut back and go more natural.	Consumer Reports has released a report identifying fifteen supplement ingredients that can cause illness or even death. The risks associated with these ingredients include cancer, organ damage, and cardiac arrest. The severity of the threats depends on factors such as pre-existing conditions, the quantity of ingredients taken, and the length of exposure. The report lists the dangerous ingredients, including aconite, caffeine powder, chaparral, coltsfoot, comfrey, germander, greater celandine, green tea extract powder, Kava, lobelia, methylsynephrine, pennyroyal oil, red yeast rice, usnic acid, and Yohimbe. The report warns against the use of these ingredients due to their potential health risks. The CDC has reported that the use of dietary supplements in the United States is common, with over forty percent of the population using them from 1998 to 2004. Multivitamins and multiminerals are the most commonly used products.
